workerid,global_comments,gender,age,race,region,regionComments,sentence,speaker,sgender,intonation,verification,ohyeschoice,spcertainty,adcertainty,authority,politeness,comment1,comment2
A20JA3YSZ8G6QY,,gen=2,age=2,eth=3,Midwest,,married,bon,f,rise1,ellen is married?,response=1,0,67,0,100,,
A20JA3YSZ8G6QY,,gen=2,age=2,eth=3,Midwest,,yemen,aar,m,fall,Lenny's from Yemen. ,response=1,100,25,69,68,,
A20JA3YSZ8G6QY,,gen=2,age=2,eth=3,Midwest,,mom,ros,f,rise3,Eleanor is Andy's mom,response=1,39,74,47,65,,
A3CAYU3JOQYXEV,Please consider reformatting the HIT so a worker can open it in a separate tab in MTurk,gen=1,age=3,eth=3,Northeast,Please consider reformatting the HIT so a worker can open it in a separate tab in MTurk,yemen,aar,m,rise1,Lenny's from Yemen,response=1,82,66,89,50,No,Male white.
A3CAYU3JOQYXEV,Please consider reformatting the HIT so a worker can open it in a separate tab in MTurk,gen=1,age=3,eth=3,Northeast,Please consider reformatting the HIT so a worker can open it in a separate tab in MTurk,obama,aar,m,fall,Laura met President Obama.,response=1,82,69,98,51,,White male perhaps disinterested
A3CAYU3JOQYXEV,Please consider reformatting the HIT so a worker can open it in a separate tab in MTurk,gen=1,age=3,eth=3,Northeast,Please consider reformatting the HIT so a worker can open it in a separate tab in MTurk,spaceship,kev,m,rise3,Maria was in a spaceship to the moon?,response=2,33,69,29,50,,White male 20s or 30s
A3CAYU3JOQYXEV,Please consider reformatting the HIT so a worker can open it in a separate tab in MTurk,gen=1,age=3,eth=3,Northeast,Please consider reformatting the HIT so a worker can open it in a separate tab in MTurk,married,bon,f,rise2,Ellen is married?,response=2,35,55,23,50,,Female 30s.
A3CAYU3JOQYXEV,Please consider reformatting the HIT so a worker can open it in a separate tab in MTurk,gen=1,age=3,eth=3,Northeast,Please consider reformatting the HIT so a worker can open it in a separate tab in MTurk,mom,ros,f,qrise,Is Ellen Orannie's mom?,response=2,34,58,56,51,,Female.
A1WHO6JGLH6N63,,gen=2,age=1,eth=5,Colorado,,obama,aar,m,fall,Laura met President Obama.,response=1,98,34,69,67,,
A1WHO6JGLH6N63,,gen=2,age=1,eth=5,Colorado,,married,bon,f,rise2,Ellen is married.,response=2,35,37,38,64,,
A1WHO6JGLH6N63,,gen=2,age=1,eth=5,Colorado,,yemen,aar,m,rise1,Lenny's from Yemen.,response=2,40,60,33,66,,
A1WHO6JGLH6N63,,gen=2,age=1,eth=5,Colorado,,mom,ros,f,qrise,is Ellen or Annie's mom?,response=2,32,32,30,77,,
A1WHO6JGLH6N63,,gen=2,age=1,eth=5,Colorado,,spaceship,kev,m,rise3,Mario is in a spaceship to the moon,response=1,69,71,28,70,,
A3DBGM165YA20G,,gen=2,age=1,eth=3,Arizona,,mom,kev,m,qrise,is Ellen or Annie's mom,response=2,6,34,10,88,I heard Eleanor as Ellen or.,
A3DBGM165YA20G,,gen=2,age=1,eth=3,Arizona,,obama,ros,f,fall,Laura met President Obama,response=1,95,95,75,80,,
A3DBGM165YA20G,,gen=2,age=1,eth=3,Arizona,,married,aar,m,rise2,Ellen is married,response=2,35,70,25,55,,
A3DBGM165YA20G,,gen=2,age=1,eth=3,Arizona,,yemen,ros,f,rise1,Lenny is from Yemen.,response=1,83,20,60,70,,
A3DBGM165YA20G,,gen=2,age=1,eth=3,Arizona,,spaceship,bon,f,rise3,Maria was in a space ship to the moon,response=2,27,77,10,81,,
ADKYBMRKXK815,,gen=1,age=1,eth=3,Midwest,,mom,kev,m,qrise,Is that one Randy's mom?,response=2,85,10,10,95,I thought it said \Is that one Randy's mom?\,He seemed nice.
ADKYBMRKXK815,,gen=1,age=1,eth=3,Midwest,,married,aar,m,rise2,Ellen is married?,response=2,10,10,10,95,No,
ADKYBMRKXK815,,gen=1,age=1,eth=3,Midwest,,spaceship,bon,f,rise3,Maria was in a spaceship to the moon?,response=2,10,10,10,95,,
ADKYBMRKXK815,,gen=1,age=1,eth=3,Midwest,,obama,ros,f,fall,Laura met President Obama.,response=1,95,95,95,90,,
ADKYBMRKXK815,,gen=1,age=1,eth=3,Midwest,,yemen,ros,f,rise1,Lenny's from Yemen?,response=2,10,10,10,95,,
A19FEU28J4WZ1Z,no,gen=1,age=1,eth=3,Florida ,no,spaceship,bon,f,rise1,maria was in a spaceship to the moon,response=2,30,73,10,90,no,no
A19FEU28J4WZ1Z,no,gen=1,age=1,eth=3,Florida ,no,yemen,ros,f,qrise,is lenny from yemen?,response=2,5,94,23,69,no,no
A19FEU28J4WZ1Z,no,gen=1,age=1,eth=3,Florida ,no,mom,kev,m,rise2,Elenor is Andy's mom?,response=2,4,96,5,68,no,no
A19FEU28J4WZ1Z,no,gen=1,age=1,eth=3,Florida ,no,married,aar,m,fall,Ellen is married.,response=1,100,75,100,29,no,no
A19FEU28J4WZ1Z,no,gen=1,age=1,eth=3,Florida ,no,obama,ros,f,rise3,Laura met President Obama?,response=2,0,88,23,43,no,no
A1QFL2GS6L26HG,,gen=2,age=1,eth=3,Nevada,,yemen,ros,f,rise2,Moneys from Yemen,response=2,19,67,23,75,,
A1QFL2GS6L26HG,,gen=2,age=1,eth=3,Nevada,,spaceship,bon,f,qrise,Was Maria in a spaceship to the Moon?,response=2,10,95,14,98,,
A1QFL2GS6L26HG,,gen=2,age=1,eth=3,Nevada,,mom,kev,m,fall,I wonder where Zandi's mom,response=1,100,28,92,42,,
A1QFL2GS6L26HG,,gen=2,age=1,eth=3,Nevada,,obama,ros,f,rise1,Laura met President Obama.,response=2,56,85,40,69,,
A1QFL2GS6L26HG,,gen=2,age=1,eth=3,Nevada,,married,aar,m,rise3,Ellen is married?,response=2,67,98,36,84,,
A224B7BAQ0MZSN,N/A,gen=1,age=1,eth=3,Southwest,N/A,yemen,aar,m,rise2,Lenny's from Yemen?,response=2,8,94,0,100,,
A224B7BAQ0MZSN,N/A,gen=1,age=1,eth=3,Southwest,N/A,spaceship,kev,m,qrise,Was Marie on a spaceship to the moon?,response=2,0,100,0,100,,
A224B7BAQ0MZSN,N/A,gen=1,age=1,eth=3,Southwest,N/A,mom,ros,f,fall,Elinor is Annie's mom.,response=1,100,19,77,62,,
A224B7BAQ0MZSN,N/A,gen=1,age=1,eth=3,Southwest,N/A,married,bon,f,rise3,Ellen is married?,response=2,0,100,25,100,,
A224B7BAQ0MZSN,N/A,gen=1,age=1,eth=3,Southwest,N/A,obama,aar,m,rise1,Laura met President Obama?,response=2,14,100,13,92,,
A1L2VPVPD5Q73,,gen=2,age=2,eth=3,PA,,married,aar,m,rise2,Ellen is married,response=1,85,86,5,86,,
A1L2VPVPD5Q73,,gen=2,age=2,eth=3,PA,,mom,kev,m,qrise,Is Ellen  Annie's mum?,response=1,0,3,0,70,,
A1L2VPVPD5Q73,,gen=2,age=2,eth=3,PA,,obama,ros,f,fall,Laura met President Obama.,response=1,100,100,74,85,,
A1L2VPVPD5Q73,,gen=2,age=2,eth=3,PA,,yemen,ros,f,rise1,Lenny is from Iemen,response=1,78,79,72,58,,
A1L2VPVPD5Q73,,gen=2,age=2,eth=3,PA,,spaceship,bon,f,rise3,Maria was in a spaceship to the moon,response=2,23,11,0,11,,
A3TBOHEHKXYV6C,,gen=1,age=2,eth=3,Midwest,,married,bon,f,qrise,Is owen married?,response=2,30,78,32,90,,
A3TBOHEHKXYV6C,,gen=1,age=2,eth=3,Midwest,,obama,aar,m,rise2,Laura met president obama,response=2,39,81,31,57,,He sounded like it was news to him. Like he didnt know that she met obama
A3TBOHEHKXYV6C,,gen=1,age=2,eth=3,Midwest,,spaceship,kev,m,fall,Maria was in a spaceship to the moon,response=1,39,39,31,40,,
A3TBOHEHKXYV6C,,gen=1,age=2,eth=3,Midwest,,yemen,aar,m,rise3,Lennys from yenim,response=2,42,66,36,41,,
A3TBOHEHKXYV6C,,gen=1,age=2,eth=3,Midwest,,mom,ros,f,rise1,Emanore is annies mom,response=1,72,51,60,59,,
A2I9PUZT19ZBO8,no,gen=2,age=2,eth=3,PA,no,spaceship,kev,m,rise1,Marie is in a spaceship to the moon,response=2,0,41,20,50,no,no
A2I9PUZT19ZBO8,no,gen=2,age=2,eth=3,PA,no,yemen,aar,m,qrise,Is Lenny from Yemen,response=2,0,50,0,69,,
A2I9PUZT19ZBO8,no,gen=2,age=2,eth=3,PA,no,married,bon,f,fall,Ellen is married,response=1,100,0,100,52,,
A2I9PUZT19ZBO8,no,gen=2,age=2,eth=3,PA,no,obama,aar,m,rise3,Laura met president obama,response=2,0,71,19,50,,
A2I9PUZT19ZBO8,no,gen=2,age=2,eth=3,PA,no,mom,ros,f,rise2,Elenor is Annie's mom,response=2,0,80,25,62,,
A1IIF95II8FISQ,No,gen=1,age=2,eth=1,Ohio,No,married,aar,m,rise2,Ellen is married.,response=2,0,0,0,100,It is possible that he knows Ellen was going to get married.,The speaker lacks intonation which makes the utterance have more than one possible interpretation.
A1IIF95II8FISQ,No,gen=1,age=2,eth=1,Ohio,No,obama,ros,f,fall,Laura met President Obama.,response=1,100,100,50,50,No,The speaker has a neutral tone and seems to be stating a fact.
A1IIF95II8FISQ,No,gen=1,age=2,eth=1,Ohio,No,mom,kev,m,qrise,His owner and his mom.,response=2,0,0,0,100,No,The speaker seems to be surprised because he pauses when asking the question.
A1IIF95II8FISQ,No,gen=1,age=2,eth=1,Ohio,No,yemen,ros,f,rise1,Lenny's from Yemen?,response=2,50,50,0,100,This could also be a way to clarify information that is already known.,If there was true certainty the speaker would have stated \Lenny is from Yemen\.
A1IIF95II8FISQ,No,gen=1,age=2,eth=1,Ohio,No,spaceship,bon,f,rise3,Maria was in a spaceship to the moon.,response=2,50,50,50,100,It could be an utterance made because the speaker was surprised.,The formation of this utterance is difficult because there is not enough surprise to render it a statement.
A1F8ONXY28ROAA,Great test!,gen=2,age=1,eth=3,Florida,Great test!,mom,kev,m,rise1,I wonder where Annies mom.,response=1,86,13,63,51,Elanor sounded like \I wonder\ ,Quick speaker
A1F8ONXY28ROAA,Great test!,gen=2,age=1,eth=3,Florida,Great test!,married,aar,m,qrise,Is Ellen married? ,response=2,0,63,6,92,No,He has a polite tone. 
A1F8ONXY28ROAA,Great test!,gen=2,age=1,eth=3,Florida,Great test!,obama,ros,f,rise2,Lauren met President Obama.,response=1,79,21,68,67,No.,No.
A1F8ONXY28ROAA,Great test!,gen=2,age=1,eth=3,Florida,Great test!,spaceship,bon,f,fall,Maria was in a spaceship to the Moon.,response=1,28,2,37,36,No.,No.
A1F8ONXY28ROAA,Great test!,gen=2,age=1,eth=3,Florida,Great test!,yemen,ros,f,rise3,Lennys' from Yemen,response=2,0,80,0,67,No.,No.
A7WWIOK53MJFF,,gen=2,age=1,eth=1,CA,,spaceship,bon,f,qrise,Was Maria in a spaceship to the moon?,response=2,13,25,26,62,,
A7WWIOK53MJFF,,gen=2,age=1,eth=1,CA,,mom,kev,m,fall,Eleanor is Annie's mom ,response=1,95,97,65,62,,
A7WWIOK53MJFF,,gen=2,age=1,eth=1,CA,,obama,ros,f,rise1,Laura met President Obama,response=1,63,60,43,65,,
A7WWIOK53MJFF,,gen=2,age=1,eth=1,CA,,married,aar,m,rise3,Ellen is married?,response=2,37,33,37,60,,
A7WWIOK53MJFF,,gen=2,age=1,eth=1,CA,,yemen,ros,f,rise2,Lenny's from Yemen?,response=2,32,26,34,70,,
A1JV64BL3WCK0G,,gen=1,age=2,eth=3,west,,married,aar,m,fall,Ellen is married.,response=1,98,17,93,74,,
A1JV64BL3WCK0G,,gen=1,age=2,eth=3,west,,yemen,ros,f,qrise,Is Lenny from Yemen?,response=2,10,28,17,24,,
A1JV64BL3WCK0G,,gen=1,age=2,eth=3,west,,mom,kev,m,rise2,Eleanor is Andy's mom?,response=1,66,16,72,25,,
A1JV64BL3WCK0G,,gen=1,age=2,eth=3,west,,obama,ros,f,rise3,Laura met President Obama?,response=1,20,75,24,34,,
A1JV64BL3WCK0G,,gen=1,age=2,eth=3,west,,spaceship,bon,f,rise1,Maria was in a spaceship to the moon?,response=1,62,38,64,34,,
A1H6HIUW5O4XSH,,gen=2,age=2,eth=3,Portland OR,,spaceship,bon,f,rise3,Maria was in a spaceship to the moon,response=1,87,85,60,94,no,
A1H6HIUW5O4XSH,,gen=2,age=2,eth=3,Portland OR,,mom,kev,m,qrise,His owner and his mom,response=2,0,12,8,81,I thought he said \his owner and his mom\,
A1H6HIUW5O4XSH,,gen=2,age=2,eth=3,Portland OR,,yemen,ros,f,rise1,Lenny's from Yemen,response=1,77,81,70,60,,
A1H6HIUW5O4XSH,,gen=2,age=2,eth=3,Portland OR,,obama,ros,f,fall,Laura met President Obama,response=1,100,100,100,58,,
A1H6HIUW5O4XSH,,gen=2,age=2,eth=3,Portland OR,,married,aar,m,rise2,Ellen is married?,response=2,5,5,19,82,,
A37EV8RZ82WT8E,No,gen=2,age=1,eth=3,Washington,No,married,bon,f,rise1,Helen is married,response=2,28,74,13,68,,
A37EV8RZ82WT8E,No,gen=2,age=1,eth=3,Washington,No,mom,ros,f,rise3,Elanor is Andy's mom?,response=1,13,65,8,83,,
A37EV8RZ82WT8E,No,gen=2,age=1,eth=3,Washington,No,yemen,aar,m,fall,Lenny's from Yemen,response=2,83,86,100,56,,
A37EV8RZ82WT8E,No,gen=2,age=1,eth=3,Washington,No,obama,aar,m,qrise,Did Laura meet president Obama?,response=2,9,79,47,100,,
A37EV8RZ82WT8E,No,gen=2,age=1,eth=3,Washington,No,spaceship,kev,m,rise2,Rio is in a spaceship from mars?,response=2,24,68,58,84,,
A1YO03P3SSC7CD,No,gen=1,age=2,eth=3,Texas,No,married,bon,f,fall,Helen and Mary,response=1,88,88,71,80,Helen is Mary,It sounds like a robot
A1YO03P3SSC7CD,No,gen=1,age=2,eth=3,Texas,No,obama,aar,m,rise3,Lauren met President Obama,response=1,26,31,15,85,,
A1YO03P3SSC7CD,No,gen=1,age=2,eth=3,Texas,No,yemen,aar,m,qrise,Is Lenny from Yemen?,response=2,20,18,27,79,,
A1YO03P3SSC7CD,No,gen=1,age=2,eth=3,Texas,No,spaceship,kev,m,rise1,Maria was in a spaceship to the moon.,response=1,66,86,70,31,,
A1YO03P3SSC7CD,No,gen=1,age=2,eth=3,Texas,No,mom,ros,f,rise2,Eleanor is Annie's mom.,response=2,66,73,64,82,,
A31IYXSEG0QODS,no,gen=1,age=2,eth=3,South,no,married,bon,f,rise1,Ellen is married. ,response=1,100,100,100,100,,
A31IYXSEG0QODS,no,gen=1,age=2,eth=3,South,no,obama,aar,m,qrise,Did Laura meet President Obama?,response=2,0,0,0,100,,
A31IYXSEG0QODS,no,gen=1,age=2,eth=3,South,no,yemen,aar,m,fall,Lenny is from Yemen.,response=1,100,100,100,100,,
A31IYXSEG0QODS,no,gen=1,age=2,eth=3,South,no,spaceship,kev,m,rise2,Maria was in a spaceship to the moon.,response=1,100,100,100,100,,
A31IYXSEG0QODS,no,gen=1,age=2,eth=3,South,no,mom,ros,f,rise3,Eleanor is Annie's mom.,response=1,100,100,100,100,,
A1YG60SUHBQYRL,,gen=1,age=1,eth=3,michigan,,spaceship,kev,m,rise1,maria was in a spaceship to the moon.,response=1,99,30,25,67,none,bland
A1YG60SUHBQYRL,,gen=1,age=1,eth=3,michigan,,married,bon,f,fall,ellen is married,response=1,98,28,64,28,none,nasaly
A1YG60SUHBQYRL,,gen=1,age=1,eth=3,michigan,,mom,ros,f,rise2,elanor is andys mom,response=2,57,36,31,64,,questioning voice
A1YG60SUHBQYRL,,gen=1,age=1,eth=3,michigan,,obama,aar,m,rise3,laura met president obama,response=2,92,33,64,62,,questioning voice
A1YG60SUHBQYRL,,gen=1,age=1,eth=3,michigan,,yemen,aar,m,qrise,is lenny from yemen?,response=2,97,66,24,72,,
AXU6W8O7RX99A,,gen=1,age=1,eth=3,Northeast,,spaceship,bon,f,rise3,Maria was in a spaceship to the moon,response=2,11,70,32,58,,
AXU6W8O7RX99A,,gen=1,age=1,eth=3,Northeast,,married,aar,m,rise2,Ellen is married,response=2,24,65,41,55,,
AXU6W8O7RX99A,,gen=1,age=1,eth=3,Northeast,,mom,kev,m,qrise,His owner and his mom,response=2,17,66,38,56,,
AXU6W8O7RX99A,,gen=1,age=1,eth=3,Northeast,,yemen,ros,f,rise1,Lenny's from Yemen,response=2,40,56,41,51,,
AXU6W8O7RX99A,,gen=1,age=1,eth=3,Northeast,,obama,ros,f,fall,Laura met Presiden Obama,response=1,81,74,64,58,,
A7I3G380E29VE,,gen=2,age=2,eth=3,Georgia,,mom,ros,f,rise2,Elanore is Annie's mom.,response=2,22,20,29,64,,
A7I3G380E29VE,,gen=2,age=2,eth=3,Georgia,,spaceship,kev,m,rise1,Rio is in a spaceship to the moon.,response=1,83,84,37,27,,The speaker spoke quite fast
A7I3G380E29VE,,gen=2,age=2,eth=3,Georgia,,obama,aar,m,rise3,Lauren met president obama?,response=2,18,17,13,50,,
A7I3G380E29VE,,gen=2,age=2,eth=3,Georgia,,yemen,aar,m,qrise,Is Lenny from Yemen,response=2,0,0,54,88,,
A7I3G380E29VE,,gen=2,age=2,eth=3,Georgia,,married,bon,f,fall,Helen is married.,response=1,99,100,80,16,,Sounds like a type to speech bot
A1A2X0T1XE8K89,,gen=2,age=1,eth=3,indianapolis,,obama,ros,f,qrise,did laura meet president obama,response=2,4,100,0,100,,
A1A2X0T1XE8K89,,gen=2,age=1,eth=3,indianapolis,,spaceship,bon,f,rise2,maria was in a spaceship to the moon,response=2,0,100,0,84,,
A1A2X0T1XE8K89,,gen=2,age=1,eth=3,indianapolis,,yemen,ros,f,fall,lennys from yemen,response=1,100,13,100,29,,
A1A2X0T1XE8K89,,gen=2,age=1,eth=3,indianapolis,,mom,kev,m,rise3,eleanore is annie's mom,response=2,24,100,25,82,,
A1A2X0T1XE8K89,,gen=2,age=1,eth=3,indianapolis,,married,aar,m,rise1,ellen is married,response=2,37,100,17,62,,
A3VZ5K4RRT6NN8,None,gen=2,age=2,eth=3,South,None,mom,kev,m,fall,how anoys andy's mom ,response=1,89,89,79,50,No,No
A3VZ5K4RRT6NN8,None,gen=2,age=2,eth=3,South,None,married,aar,m,rise3,Ellen is married?,response=2,6,52,9,84,,
A3VZ5K4RRT6NN8,None,gen=2,age=2,eth=3,South,None,spaceship,bon,f,qrise,Was maria in a spaceship to the moon?,response=2,8,62,4,97,,
A3VZ5K4RRT6NN8,None,gen=2,age=2,eth=3,South,None,obama,ros,f,rise1,Laura met president Obama ,response=1,56,59,29,62,,
A3VZ5K4RRT6NN8,None,gen=2,age=2,eth=3,South,None,yemen,ros,f,rise2,Lenny is from yemin,response=2,22,52,22,84,,
A2MJAXJEJ4SEQM,no,gen=1,age=2,eth=3,WV,no,married,bon,f,rise2,Ellen is married?,response=2,22,31,27,68,,
A2MJAXJEJ4SEQM,no,gen=1,age=2,eth=3,WV,no,yemen,aar,m,rise1,Lenny's from Yemen?,response=2,26,28,49,68,,
A2MJAXJEJ4SEQM,no,gen=1,age=2,eth=3,WV,no,spaceship,kev,m,rise3,Maria was in a spaceship to the moon?,response=2,29,32,31,65,,
A2MJAXJEJ4SEQM,no,gen=1,age=2,eth=3,WV,no,mom,ros,f,qrise,Is Eleanor Annie's mom?,response=2,28,29,31,61,,
A2MJAXJEJ4SEQM,no,gen=1,age=2,eth=3,WV,no,obama,aar,m,fall,Laura met President Obama,response=1,76,73,98,76,,
A3LXTU8PD94IDW,,gen=2,age=1,eth=3,South,,spaceship,kev,m,rise2,maria was in a spaceship to the moon,response=1,59,54,53,55,,
A3LXTU8PD94IDW,,gen=2,age=1,eth=3,South,,mom,ros,f,rise3,elanor is annie's mom,response=1,34,59,35,37,,
A3LXTU8PD94IDW,,gen=2,age=1,eth=3,South,,married,bon,f,rise1,ellen is married,response=1,44,39,61,43,,
A3LXTU8PD94IDW,,gen=2,age=1,eth=3,South,,obama,aar,m,qrise,did laura meet president obama?,response=2,40,59,71,63,,
A3LXTU8PD94IDW,,gen=2,age=1,eth=3,South,,yemen,aar,m,fall,lenny's from yemen,response=1,29,36,32,42,,
A35R3ENFMZT8M2,,gen=2,age=1,eth=3,South,,spaceship,bon,f,rise2,Maria was in a spaceship to the moon?,response=2,15,61,26,65,,
A35R3ENFMZT8M2,,gen=2,age=1,eth=3,South,,yemen,ros,f,fall,Lenny's from Yemen,response=1,100,35,75,53,,
A35R3ENFMZT8M2,,gen=2,age=1,eth=3,South,,obama,ros,f,qrise,Did Laura meet President Obama?,response=2,0,91,31,70,,
A35R3ENFMZT8M2,,gen=2,age=1,eth=3,South,,married,aar,m,rise1,Ellen is married?,response=2,30,59,43,47,,
A35R3ENFMZT8M2,,gen=2,age=1,eth=3,South,,mom,kev,m,rise3,Eleanor is Annie's mom?,response=2,30,60,46,55,,
A2BD11QQOL41OI,,gen=2,age=1,eth=3,Maryland,,mom,ros,f,fall,Elenor is Annie's mom.,response=2,99,18,54,75,No,Robotic
A2BD11QQOL41OI,,gen=2,age=1,eth=3,Maryland,,married,bon,f,rise3,Ellen is married?,response=2,6,11,20,54,No,Confused/concerned
A2BD11QQOL41OI,,gen=2,age=1,eth=3,Maryland,,obama,aar,m,rise1,Laura met President Obama?,response=2,11,48,60,45,No,
A2BD11QQOL41OI,,gen=2,age=1,eth=3,Maryland,,spaceship,kev,m,qrise,Was Marie in a spaceship to the moon?,response=2,3,47,58,77,no,
A2BD11QQOL41OI,,gen=2,age=1,eth=3,Maryland,,yemen,aar,m,rise2,Lenny is from Yemen,response=1,85,38,98,43,,
A3D6DQGF78M17W,none,gen=1,age=3,eth=3,Louisiana,none,spaceship,kev,m,qrise,Was Maryanna's spaceship to the moon?,response=1,0,71,41,90,,
A3D6DQGF78M17W,none,gen=1,age=3,eth=3,Louisiana,none,mom,ros,f,fall,Eleanor is Annie's mom.,response=1,100,6,55,89,,
A3D6DQGF78M17W,none,gen=1,age=3,eth=3,Louisiana,none,married,bon,f,rise3,Ellen is married?,response=2,43,80,72,67,,I heard the speaker as being amazed that Ellen is married like it was an unbelievable thing for Ellen to be married according to her.
A3D6DQGF78M17W,none,gen=1,age=3,eth=3,Louisiana,none,yemen,aar,m,rise2,Lenny's from Yemen?,response=2,21,84,26,100,,
A3D6DQGF78M17W,none,gen=1,age=3,eth=3,Louisiana,none,obama,aar,m,rise1,Laura met President Obama.,response=2,70,76,53,87,,The speaker sounded slightly incredulous but not as much as the speaker referred to Ellen being married.
A1H5QGIDQG53BW,no,gen=2,age=1,eth=3,Midwest,no,yemen,aar,m,rise3,Lenny's from Yeman?,response=2,10,25,0,49,no,no
A1H5QGIDQG53BW,no,gen=2,age=1,eth=3,Midwest,no,spaceship,kev,m,fall,Maria was in a spaceship to the moon,response=1,99,100,74,45,no,no
A1H5QGIDQG53BW,no,gen=2,age=1,eth=3,Midwest,no,obama,aar,m,rise2,Laura met President Obama,response=1,10,36,25,64,,
A1H5QGIDQG53BW,no,gen=2,age=1,eth=3,Midwest,no,married,bon,f,qrise,Is Ellen married?,response=2,1,2,28,67,,
A1H5QGIDQG53BW,no,gen=2,age=1,eth=3,Midwest,no,mom,ros,f,rise1,Elanor is Annie's mom,response=2,15,24,33,40,,
AVFTMBOZ8TRQS,Im mixed: white/latina (Puerto Rican),gen=1,age=1,eth=5,Tennessee ,Im mixed: white/latina (Puerto Rican),obama,ros,f,rise3,Laura met President Obama.,response=2,8,8,62,35,,She sounded incredulous.
AVFTMBOZ8TRQS,Im mixed: white/latina (Puerto Rican),gen=1,age=1,eth=5,Tennessee ,Im mixed: white/latina (Puerto Rican),married,aar,m,fall,Ellen is married,response=1,100,13,58,31,Helen is married.,the speaker was emotionless almost I mean he sounded certain that she was married but he said it in a listless tone.
AVFTMBOZ8TRQS,Im mixed: white/latina (Puerto Rican),gen=1,age=1,eth=5,Tennessee ,Im mixed: white/latina (Puerto Rican),spaceship,bon,f,rise1,Maria was in a spaceship to the moon?,response=2,19,33,38,58,no,no
AVFTMBOZ8TRQS,Im mixed: white/latina (Puerto Rican),gen=1,age=1,eth=5,Tennessee ,Im mixed: white/latina (Puerto Rican),yemen,ros,f,qrise,Is Lenny from Yemen?,response=2,0,45,35,73,no,no
AVFTMBOZ8TRQS,Im mixed: white/latina (Puerto Rican),gen=1,age=1,eth=5,Tennessee ,Im mixed: white/latina (Puerto Rican),mom,kev,m,rise2,Elanor is Annie's mom?,response=2,13,46,40,80,no,no
A1KFIQBETMB81I,,gen=1,age=3,eth=3,Northeast ,,yemen,aar,m,rise2,Lenny's from Yemen ,response=2,14,31,20,84,No ,No 
A1KFIQBETMB81I,,gen=1,age=3,eth=3,Northeast ,,spaceship,kev,m,qrise,Was Marie on a spaceship to the moon ,response=2,11,20,17,84,,
A1KFIQBETMB81I,,gen=1,age=3,eth=3,Northeast ,,mom,ros,f,fall,Eleanor is Annie's mom ,response=1,88,88,73,54,,
A1KFIQBETMB81I,,gen=1,age=3,eth=3,Northeast ,,married,bon,f,rise3,Ellen is married? ,response=2,10,30,37,59,,
A1KFIQBETMB81I,,gen=1,age=3,eth=3,Northeast ,,obama,aar,m,rise1,Laura met President Obama. ,response=2,11,68,40,81,,
A24XTFIEP27H6B,,gen=2,age=3,eth=3,New England,,obama,ros,f,rise1,Laura met President Obama,response=1,64,30,28,30,,
A24XTFIEP27H6B,,gen=2,age=3,eth=3,New England,,mom,kev,m,fall,I wonder where's Andy's mom?,response=1,85,83,96,86,,
A24XTFIEP27H6B,,gen=2,age=3,eth=3,New England,,married,aar,m,rise3,Ellen is married,response=2,11,75,14,70,,
A24XTFIEP27H6B,,gen=2,age=3,eth=3,New England,,yemen,ros,f,rise2,Lenny's from Yemen,response=2,35,62,20,78,,
A24XTFIEP27H6B,,gen=2,age=3,eth=3,New England,,spaceship,bon,f,qrise,Was Maria in a spaceship to the moon,response=2,20,55,25,75,,
AZIAQJWXTSFUX,thanks for the opportunity ,gen=2,age=2,eth=3,south,thanks for the opportunity ,yemen,ros,f,fall,Lenny's from Yemen,response=1,72,78,66,51,,
AZIAQJWXTSFUX,thanks for the opportunity ,gen=2,age=2,eth=3,south,thanks for the opportunity ,spaceship,bon,f,rise2,Maria was in a spaceship to the moon,response=2,34,35,59,64,,
AZIAQJWXTSFUX,thanks for the opportunity ,gen=2,age=2,eth=3,south,thanks for the opportunity ,married,aar,m,rise1,Ellen is Married,response=2,40,33,35,70,,
AZIAQJWXTSFUX,thanks for the opportunity ,gen=2,age=2,eth=3,south,thanks for the opportunity ,obama,ros,f,qrise,Did Lauren met President Obama,response=2,23,27,38,74,,
AZIAQJWXTSFUX,thanks for the opportunity ,gen=2,age=2,eth=3,south,thanks for the opportunity ,mom,kev,m,rise3,Ellenor is Andy's mom,response=2,24,17,29,69,,
A2VJN032E6I2ZM,,gen=1,age=2,eth=5,Northeast ,,married,bon,f,rise2,Ellen is married?,response=2,35,81,28,56,,
A2VJN032E6I2ZM,,gen=1,age=2,eth=5,Northeast ,,mom,ros,f,qrise,is Eleanor Annie's mom? ,response=2,8,83,15,53,,
A2VJN032E6I2ZM,,gen=1,age=2,eth=5,Northeast ,,spaceship,kev,m,rise3,Maria was on a spaceship to the moon,response=1,63,22,60,54,,
A2VJN032E6I2ZM,,gen=1,age=2,eth=5,Northeast ,,yemen,aar,m,rise1,Lenny's from yemen,response=1,80,12,83,54,,
A2VJN032E6I2ZM,,gen=1,age=2,eth=5,Northeast ,,obama,aar,m,fall,Lora met president Obama ,response=1,95,9,96,57,,
A299AYFO0RJGDI,no,gen=1,age=4,eth=3,west coast,no,married,aar,m,rise3,Consult the handbook.,response=2,5,96,4,89,no,no
A299AYFO0RJGDI,no,gen=1,age=4,eth=3,west coast,no,mom,kev,m,fall,Eleanor's Annie's mom.,response=1,90,0,87,88,no,no
