workerid,stimulus,sentence,pronoun,speaker,speaker_gender,intonation,verification,speechact_choice,sp_certainty,addr_certainty,sp_authority,sp_politeness,subject_gender,subject_age,subject_ethnicity
A3QAHF4UUBM7ZO,spaceship_maria_kev_m_fall,spaceship,maria,kev,Male,fall,Biria was in a spaceship to the moon.,Request,80,85,80,100,Female,1,1
A3QAHF4UUBM7ZO,obama_laura_ed_m_rise2,obama,laura,ed,Male,rise2,Laura met President Obama.,Question,45,45,65,90,Female,1,1
A3QAHF4UUBM7ZO,lawn_you_kev_m_rise3,lawn,you,kev,Male,rise3,You need to mow the lawn? ,Question,60,55,90,100,Female,1,1
A3QAHF4UUBM7ZO,married_ellen_ros_f_rise3,married,ellen,ros,Female,rise3,Allen is married? ,Question,55,40,70,100,Female,1,1
A1ZWJF3V4NXN6H,rain_it_ed_m_fall,rain,it,ed,Male,fall,It's raining,Assertion,65,47,60,70,Female,4,2
A1ZWJF3V4NXN6H,lawn_you_kev_m_rise3,lawn,you,kev,Male,rise3,you need to move along,Request,40,39,19,60,Female,4,2
A1ZWJF3V4NXN6H,married_ellen_ros_f_rise3,married,ellen,ros,Female,rise3,Ellen is married,Assertion,68,56,43,44,Female,4,2
A1ZWJF3V4NXN6H,mom_eleanor_bon_f_rise1,mom,eleanor,bon,Female,rise1,Eleanor is Annie's mom,Assertion,84,80,59,56,Female,4,2
A1ZWJF3V4NXN6H,yemen_lenny_bon_f_rise2,yemen,lenny,bon,Female,rise2,Manny's from Yemen,Assertion,61,58,20,57,Female,4,2
A1ZWJF3V4NXN6H,yemen_you_ros_f_fall,yemen,you,ros,Female,fall,You're from Yemen,Question,24,100,18,35,Female,4,2
A1ZWJF3V4NXN6H,obama_laura_ed_m_rise2,obama,laura,ed,Male,rise2,Moam at president Obama,Assertion,30,31,3,18,Female,4,2
A1ZWJF3V4NXN6H,spaceship_maria_kev_m_fall,spaceship,maria,kev,Male,fall,Maria was in a space ship to the moon,Assertion,63,56,38,40,Female,4,2
A244X2KYRPNOEO,armadillo_kev_m_rise2,armadillo,armadillo,kev,Male,rise2,armadillos are mammals,Assertion,100,98,43,75,Female,2,3
A244X2KYRPNOEO,spaceship_maria_bon_f_rise3,spaceship,maria,bon,Female,rise3,Maria was in a spaceship to the moon.,Assertion,100,93,57,58,Female,2,3
A244X2KYRPNOEO,married_ellen_ed_m_rise2,married,ellen,ed,Male,rise2,Ella is married.,Assertion,98,97,95,83,Female,2,3
A244X2KYRPNOEO,obama_laura_ros_f_rise1,obama,laura,ros,Female,rise1,Laura met president Obama.,Assertion,100,100,69,56,Female,2,3
A244X2KYRPNOEO,yemen_i_ros_f_fall,yemen,i,ros,Female,fall,I'm from Yemen.,Assertion,100,100,83,72,Female,2,3
A244X2KYRPNOEO,beer_we_ed_m_rise3,beer,we,ed,Male,rise3,We should go get beer.,Assertion,100,52,59,75,Female,2,3
A244X2KYRPNOEO,yemen_lenny_ros_f_rise1,yemen,lenny,ros,Female,rise1,Lenny is from Yemen.,Assertion,92,100,53,71,Female,2,3
A244X2KYRPNOEO,mom_eleanor_kev_m_fall,mom,eleanor,kev,Male,fall,Elenor is Annie's mom.,Assertion,100,63,78,61,Female,2,3
A3270FW40DQISH,married_ellen_ros_f_rise1,married,ellen,ros,Female,rise1,Ellen is married,Assertion,100,0,100,100,Female,4,3
A3270FW40DQISH,yemen_you_ros_f_rise3,yemen,you,ros,Female,rise3,You're from Yeman?,Question,0,100,70,100,Female,4,3
A3270FW40DQISH,spaceship_maria_kev_m_rise2,spaceship,maria,kev,Male,rise2,Bereo was in a spaceship to the moon?,Question,0,100,79,100,Female,4,3
A3270FW40DQISH,lawn_you_kev_m_rise1,lawn,you,kev,Male,rise1,You need to mow the lawn.,Assertion,100,50,100,100,Female,4,3
A3270FW40DQISH,obama_laura_ed_m_fall,obama,laura,ed,Male,fall,Laura met president Obama.,Assertion,100,0,100,100,Female,4,3
A3270FW40DQISH,yemen_lenny_bon_f_fall,yemen,lenny,bon,Female,fall,monies from Yeman,Assertion,100,1,100,100,Female,4,3
A3270FW40DQISH,rain_it_ed_m_rise2,rain,it,ed,Male,rise2,It's raining?,Question,0,100,50,99,Female,4,3
A3270FW40DQISH,mom_eleanor_bon_f_rise3,mom,eleanor,bon,Female,rise3,Eleanor is Annie's mom?,Question,0,100,50,100,Female,4,3
A3P5WIW36V70AI,obama_laura_ros_f_rise1,obama,laura,ros,Female,rise1,laura met president obama,Assertion,78,68,33,32,Male,3,3
A3P5WIW36V70AI,spaceship_maria_bon_f_rise3,spaceship,maria,bon,Female,rise3,maria was in a spaceship to the moon,Question,42,36,26,56,Male,3,3
A3P5WIW36V70AI,armadillo_kev_m_rise2,armadillo,armadillo,kev,Male,rise2,armadillos are mammals ,Question,22,21,39,61,Male,3,3
A3P5WIW36V70AI,yemen_lenny_ros_f_rise1,yemen,lenny,ros,Female,rise1,lenius for muman ,Assertion,39,43,26,65,Male,3,3
A3P5WIW36V70AI,married_ellen_ed_m_rise2,married,ellen,ed,Male,rise2,ellen is married ,Question,28,28,29,70,Male,3,3
A3P5WIW36V70AI,mom_eleanor_kev_m_fall,mom,eleanor,kev,Male,fall,ellenor is annie's mom,Assertion,59,65,44,66,Male,3,3
A3P5WIW36V70AI,beer_we_ed_m_rise3,beer,we,ed,Male,rise3,we should go get beer,Question,37,23,43,63,Male,3,3
A3P5WIW36V70AI,yemen_i_ros_f_fall,yemen,i,ros,Female,fall,i'm from yemen ,Assertion,80,80,57,40,Male,3,3
A2NY4882G47O1C,mom_eleanor_bon_f_rise2,mom,eleanor,bon,Female,rise2,Elenor's Annie's mom,Assertion,73,25,0,100,Unspecified,4,3
A2NY4882G47O1C,yemen_lenny_bon_f_rise3,yemen,lenny,bon,Female,rise3,Monies from Yemen,Assertion,0,0,0,100,Unspecified,4,3
A2NY4882G47O1C,married_ellen_ros_f_fall,married,ellen,ros,Female,fall,Ellen is married,Assertion,100,0,78,50,Unspecified,4,3
A2NY4882G47O1C,rain_it_ed_m_rise1,rain,it,ed,Male,rise1,It's rain there,Assertion,50,50,0,50,Unspecified,4,3
A2NY4882G47O1C,yemen_you_ros_f_rise2,yemen,you,ros,Female,rise2,You're from Yemin?,Question,0,0,50,75,Unspecified,4,3
A2NY4882G47O1C,lawn_you_kev_m_fall,lawn,you,kev,Male,fall,You need to mow the lawn,Request,100,100,61,45,Unspecified,4,3
A2NY4882G47O1C,spaceship_maria_kev_m_rise1,spaceship,maria,kev,Male,rise1,Baria was in a spaceship to the moon.,Assertion,100,77,44,100,Unspecified,4,3
A2NY4882G47O1C,obama_laura_ed_m_rise3,obama,laura,ed,Male,rise3,Laura met President Obama,Question,26,26,0,100,Unspecified,4,3
A3JTMXHPNCUFNX,mom_eleanor_kev_m_rise1,mom,eleanor,kev,Male,rise1,Consult the handbook,Assertion,68,61,34,41,Female,2,3
A3JTMXHPNCUFNX,yemen_lenny_ros_f_fall,yemen,lenny,ros,Female,fall,Remy is from Yemen,Assertion,71,60,53,55,Female,2,3
A3JTMXHPNCUFNX,obama_laura_ros_f_rise2,obama,laura,ros,Female,rise2,Laura met President Obama,Assertion,69,70,39,56,Female,2,3
A3JTMXHPNCUFNX,spaceship_maria_bon_f_fall,spaceship,maria,bon,Female,fall,Maria was in a spaceship to the moon,Assertion,74,75,60,65,Female,2,3
A3JTMXHPNCUFNX,beer_we_ed_m_fall,beer,we,ed,Male,fall,We should go get beer,Invitation,63,64,65,58,Female,2,3
A3JTMXHPNCUFNX,married_ellen_ed_m_rise3,married,ellen,ed,Male,rise3,Ellen is married,Assertion,23,19,33,39,Female,2,3
A3JTMXHPNCUFNX,armadillo_kev_m_rise3,armadillo,armadillo,kev,Male,rise3,Armadillos are mammals,Assertion,30,30,30,35,Female,2,3
A3JTMXHPNCUFNX,yemen_i_ros_f_rise2,yemen,i,ros,Female,rise2,I am from Yemen,Assertion,54,59,65,71,Female,2,3
A3SJXQIIQLBI6C,yemen_lenny_bon_f_rise3,yemen,lenny,bon,Female,rise3,lennies from yemen,Assertion,100,0,89,62,Male,1,5
A3SJXQIIQLBI6C,rain_it_ed_m_rise1,rain,it,ed,Male,rise1,It's raining,Request,27,79,32,52,Male,1,5
A3SJXQIIQLBI6C,spaceship_maria_kev_m_rise1,spaceship,maria,kev,Male,rise1,Briel was in a spaceship to the moon.,Assertion,66,29,29,61,Male,1,5
A3SJXQIIQLBI6C,obama_laura_ed_m_rise3,obama,laura,ed,Male,rise3,Laura met president obama,Question,21,88,40,50,Male,1,5
A3SJXQIIQLBI6C,married_ellen_ros_f_fall,married,ellen,ros,Female,fall,Allen is married,Assertion,100,22,93,32,Male,1,5
A3SJXQIIQLBI6C,lawn_you_kev_m_fall,lawn,you,kev,Male,fall,You need to mow the lawn.,Request,92,65,59,47,Male,1,5
A3SJXQIIQLBI6C,yemen_you_ros_f_rise2,yemen,you,ros,Female,rise2,You're from Yemen?,Question,45,100,58,55,Male,1,5
A3SJXQIIQLBI6C,mom_eleanor_bon_f_rise2,mom,eleanor,bon,Female,rise2,Eleanor is Annie's mom?,Question,30,89,33,58,Male,1,5
A3EBUBRYCKB6AF,yemen_lenny_ros_f_rise3,yemen,lenny,ros,Female,rise3,lenny is from yemen,Assertion,35,31,0,84,Male,1,3
A3EBUBRYCKB6AF,beer_we_ed_m_rise2,beer,we,ed,Male,rise2,we should go get beer,Invitation,81,84,0,76,Male,1,3
A3EBUBRYCKB6AF,mom_eleanor_kev_m_rise3,mom,eleanor,kev,Male,rise3,eleanor is annie's mom,Assertion,87,89,7,79,Male,1,3
A3EBUBRYCKB6AF,spaceship_maria_bon_f_rise2,spaceship,maria,bon,Female,rise2,maria was in a spaceship to the moon,Question,19,20,5,50,Male,1,3
A3EBUBRYCKB6AF,married_ellen_ed_m_rise1,married,ellen,ed,Male,rise1,ellen is married,Assertion,100,100,0,78,Male,1,3
A3EBUBRYCKB6AF,yemen_lenny_ros_f_qrise3,yemen,lenny,ros,Female,qrise3,is lenny from yemen,Question,0,8,4,80,Male,1,3
A3EBUBRYCKB6AF,obama_laura_ros_f_fall,obama,laura,ros,Female,fall,laura met president obama,Assertion,100,100,71,69,Male,1,3
A3EBUBRYCKB6AF,armadillo_kev_m_rise1,armadillo,armadillo,kev,Male,rise1,armadillos are mammals,Assertion,100,100,73,74,Male,1,3
A24UYROOSQ7TVK,yemen_i_ros_f_fall,yemen,i,ros,Female,fall,I'm from Yemen.,Assertion,96,100,67,100,Female,1,3
A24UYROOSQ7TVK,mom_eleanor_kev_m_fall,mom,eleanor,kev,Male,fall,Eleanor is Amy's mom.,Assertion,78,79,79,80,Female,1,3
A24UYROOSQ7TVK,spaceship_maria_bon_f_rise3,spaceship,maria,bon,Female,rise3,Maria was in a spaceship to the moon.,Question,18,23,19,73,Female,1,3
A24UYROOSQ7TVK,armadillo_kev_m_rise2,armadillo,armadillo,kev,Male,rise2,Armadillos are mammals.,Question,20,21,21,82,Female,1,3
A24UYROOSQ7TVK,obama_laura_ros_f_rise1,obama,laura,ros,Female,rise1,Laura met president Obama?,Question,16,15,15,36,Female,1,3
A24UYROOSQ7TVK,yemen_lenny_ros_f_rise1,yemen,lenny,ros,Female,rise1,Lennie is from Yemen?,Question,40,36,33,78,Female,1,3
A24UYROOSQ7TVK,beer_we_ed_m_rise3,beer,we,ed,Male,rise3,We should go get beer?,Invitation,39,39,37,74,Female,1,3
A24UYROOSQ7TVK,married_ellen_ed_m_rise2,married,ellen,ed,Male,rise2,Ellen is married?,Question,37,36,37,67,Female,1,3
A2CF2BD4Q0ZDJN,mom_eleanor_kev_m_rise3,mom,eleanor,kev,Male,rise3,Eleanor is Randy's mom,Assertion,90,21,69,76,Male,4,3
A2CF2BD4Q0ZDJN,yemen_lenny_ros_f_rise3,yemen,lenny,ros,Female,rise3,Lenny is from Yemen?,Question,24,57,23,75,Male,4,3
A2CF2BD4Q0ZDJN,obama_laura_ros_f_fall,obama,laura,ros,Female,fall,Laura met President Obama,Assertion,79,21,61,73,Male,4,3
A2CF2BD4Q0ZDJN,married_ellen_ed_m_rise1,married,ellen,ed,Male,rise1,Ellen is married?,Question,19,73,26,72,Male,4,3
A2CF2BD4Q0ZDJN,armadillo_kev_m_rise1,armadillo,armadillo,kev,Male,rise1,Armadillos are mammals,Question,33,62,31,72,Male,4,3
A2CF2BD4Q0ZDJN,spaceship_maria_bon_f_rise2,spaceship,maria,bon,Female,rise2,Maria was in a spaceship to the moon?,Question,30,55,45,86,Male,4,3
A2CF2BD4Q0ZDJN,yemen_lenny_ros_f_qrise3,yemen,lenny,ros,Female,qrise3,Is Lenny from Yemen?,Question,22,55,13,84,Male,4,3
A2CF2BD4Q0ZDJN,beer_we_ed_m_rise2,beer,we,ed,Male,rise2,We should go get beer?,Request,27,56,13,76,Male,4,3
A2WTNZHRALOHX8,obama_laura_ed_m_rise3,obama,laura,ed,Male,rise3,Laura met President Obama,Assertion,86,86,80,37,Female,2,3
A2WTNZHRALOHX8,yemen_you_ros_f_rise2,yemen,you,ros,Female,rise2,You're from Yemen?,Question,5,8,28,58,Female,2,3
A2WTNZHRALOHX8,spaceship_maria_kev_m_rise1,spaceship,maria,kev,Male,rise1,Bria was in a spaceship to the moon,Assertion,65,54,36,58,Female,2,3
A2WTNZHRALOHX8,lawn_you_kev_m_fall,lawn,you,kev,Male,fall,You need to mow the lawn,Assertion,90,78,82,33,Female,2,3
A2WTNZHRALOHX8,yemen_lenny_bon_f_rise3,yemen,lenny,bon,Female,rise3,Lenny's from Yemen,Question,45,28,35,68,Female,2,3
A2WTNZHRALOHX8,mom_eleanor_bon_f_rise2,mom,eleanor,bon,Female,rise2,Eleanor is Annie's Mom,Assertion,55,41,29,82,Female,2,3
A2WTNZHRALOHX8,married_ellen_ros_f_fall,married,ellen,ros,Female,fall,Ellen is married,Assertion,94,93,90,60,Female,2,3
A2WTNZHRALOHX8,rain_it_ed_m_rise1,rain,it,ed,Male,rise1,It's raining,Request,31,27,32,60,Female,2,3
A3H05JIVDF1PQB,yemen_lenny_bon_f_fall,yemen,lenny,bon,Female,fall,Leny's from Yemen,Assertion,94,86,100,99,Male,1,3
A3H05JIVDF1PQB,spaceship_maria_kev_m_rise2,spaceship,maria,kev,Male,rise2,Maria was in a spaceship to the moon,Question,83,28,28,77,Male,1,3
A3H05JIVDF1PQB,yemen_you_ros_f_rise3,yemen,you,ros,Female,rise3,You're from Yemen?,Question,100,34,70,84,Male,1,3
A3H05JIVDF1PQB,obama_laura_ed_m_fall,obama,laura,ed,Male,fall,Laura met President Obama,Assertion,98,99,74,86,Male,1,3
A3H05JIVDF1PQB,married_ellen_ros_f_rise1,married,ellen,ros,Female,rise1,Ellen is married?,Question,65,60,28,66,Male,1,3
A3H05JIVDF1PQB,rain_it_ed_m_rise2,rain,it,ed,Male,rise2,It's raining?,Question,33,28,25,66,Male,1,3
A3H05JIVDF1PQB,mom_eleanor_bon_f_rise3,mom,eleanor,bon,Female,rise3,Eleanor is Annie's mom?,Question,63,71,67,75,Male,1,3
A3H05JIVDF1PQB,lawn_you_kev_m_rise1,lawn,you,kev,Male,rise1,You need to move along,Request,24,22,20,18,Male,1,3
AQ2INPVVXR1G0,lawn_you_kev_m_rise2,lawn,you,kev,Male,rise2,you need to move along,Assertion,77,82,24,100,Female,2,3
AQ2INPVVXR1G0,spaceship_maria_kev_m_rise3,spaceship,maria,kev,Male,rise3,Maria was in a spaceship to the moon.,Assertion,94,94,76,100,Female,2,3
AQ2INPVVXR1G0,yemen_lenny_bon_f_rise1,yemen,lenny,bon,Female,rise1,Lenny's from Yemen?,Assertion,14,15,22,100,Female,2,3
AQ2INPVVXR1G0,married_ellen_ros_f_rise2,married,ellen,ros,Female,rise2,Ellen is married.,Question,16,17,24,90,Female,2,3
AQ2INPVVXR1G0,mom_eleanor_bon_f_fall,mom,eleanor,bon,Female,fall,Eleanor is Annie's mom.,Assertion,100,100,100,30,Female,2,3
AQ2INPVVXR1G0,rain_it_ed_m_rise3,rain,it,ed,Male,rise3,It's raining?,Question,12,13,12,100,Female,2,3
AQ2INPVVXR1G0,yemen_you_ros_f_rise1,yemen,you,ros,Female,rise1,You're from Yemen?,Question,0,0,50,35,Female,2,3
AQ2INPVVXR1G0,obama_laura_ed_m_rise1,obama,laura,ed,Male,rise1,Laura met President Obama?,Question,11,11,36,99,Female,2,3
A2F9V69F6TZIAB,lawn_you_kev_m_fall,lawn,you,kev,Male,fall,You need to mow the lawn,Request,100,92,48,31,Female,2,1
A2F9V69F6TZIAB,married_ellen_ros_f_fall,married,ellen,ros,Female,fall,Ellen is married,Assertion,100,27,16,76,Female,2,1
A2F9V69F6TZIAB,yemen_you_ros_f_rise2,yemen,you,ros,Female,rise2,You're from Yemen?,Question,20,75,9,100,Female,2,1
A2F9V69F6TZIAB,obama_laura_ed_m_rise3,obama,laura,ed,Male,rise3,Laura met president obama?,Question,13,93,20,82,Female,2,1
A2F9V69F6TZIAB,mom_eleanor_bon_f_rise2,mom,eleanor,bon,Female,rise2,Eleanor is Annie's mom?,Question,3,99,13,81,Female,2,1
A2F9V69F6TZIAB,spaceship_maria_kev_m_rise1,spaceship,maria,kev,Male,rise1,Brea was in a spaceship to the moon?,Question,12,84,72,64,Female,2,1
A2F9V69F6TZIAB,rain_it_ed_m_rise1,rain,it,ed,Male,rise1,It's raining?,Question,28,91,89,77,Female,2,1
A2F9V69F6TZIAB,yemen_lenny_bon_f_rise3,yemen,lenny,bon,Female,rise3,Lenny's from Yemen?,Question,31,91,20,90,Female,2,1
A2G0HRT8HS9HRZ,married_ellen_ros_f_rise3,married,ellen,ros,Female,rise3,Allen is married,Question,22,91,15,72,Male,2,1
A2G0HRT8HS9HRZ,lawn_you_kev_m_rise3,lawn,you,kev,Male,rise3,You need to mow the lawn?,Question,12,8,6,67,Male,2,1
A2G0HRT8HS9HRZ,rain_it_ed_m_fall,rain,it,ed,Male,fall,It's raining,Assertion,100,16,89,39,Male,2,1
A2G0HRT8HS9HRZ,spaceship_maria_kev_m_fall,spaceship,maria,kev,Male,fall,Maria was in a spaceship to the moon,Assertion,100,20,58,75,Male,2,1
A2G0HRT8HS9HRZ,yemen_lenny_bon_f_rise2,yemen,lenny,bon,Female,rise2,Monies from Yemen,Question,15,91,7,84,Male,2,1
A2G0HRT8HS9HRZ,yemen_you_ros_f_fall,yemen,you,ros,Female,fall,You're from Yemen,Assertion,80,100,75,24,Male,2,1
A2G0HRT8HS9HRZ,obama_laura_ed_m_rise2,obama,laura,ed,Male,rise2,Laura meet President Obama?,Question,33,91,7,87,Male,2,1
A2G0HRT8HS9HRZ,mom_eleanor_bon_f_rise1,mom,eleanor,bon,Female,rise1,Eleanor is Annie's mom,Question,12,94,6,94,Male,2,1
A1HFBH5DXW9WRW,mom_eleanor_bon_f_rise3,mom,eleanor,bon,Female,rise3,Eleanor is Annie's mom,Assertion,40,42,20,76,Female,3,3
A1HFBH5DXW9WRW,lawn_you_kev_m_rise1,lawn,you,kev,Male,rise1,You need to mow the lawn,Request,83,83,68,72,Female,3,3
A1HFBH5DXW9WRW,yemen_lenny_bon_f_fall,yemen,lenny,bon,Female,fall,Moneys from Yemen,Assertion,81,81,21,69,Female,3,3
A1HFBH5DXW9WRW,obama_laura_ed_m_fall,obama,laura,ed,Male,fall,laura met president obama,Assertion,77,75,66,76,Female,3,3
A1HFBH5DXW9WRW,spaceship_maria_kev_m_rise2,spaceship,maria,kev,Male,rise2,maria was in the spaceship to the moon,Question,23,33,32,87,Female,3,3
A1HFBH5DXW9WRW,yemen_you_ros_f_rise3,yemen,you,ros,Female,rise3,you're from yemen,Question,12,17,69,65,Female,3,3
A1HFBH5DXW9WRW,married_ellen_ros_f_rise1,married,ellen,ros,Female,rise1,ellen is married,Question,83,73,74,71,Female,3,3
A1HFBH5DXW9WRW,rain_it_ed_m_rise2,rain,it,ed,Male,rise2,its raining,Question,23,23,73,64,Female,3,3
A2S4YDJ9UGAXFQ,mom_eleanor_bon_f_rise3,mom,eleanor,bon,Female,rise3,Eleanor is Anne's mom?,Question,0,17,4,78,Male,2,3
A2S4YDJ9UGAXFQ,yemen_lenny_bon_f_fall,yemen,lenny,bon,Female,fall,Lennys from Yemen. ,Assertion,99,97,86,19,Male,2,3
A2S4YDJ9UGAXFQ,yemen_you_ros_f_rise3,yemen,you,ros,Female,rise3,You're from Yemen?,Question,4,11,21,68,Male,2,3
A2S4YDJ9UGAXFQ,spaceship_maria_kev_m_rise2,spaceship,maria,kev,Male,rise2,Maria was in a spaceship to the moon?,Question,7,7,7,57,Male,2,3
A2S4YDJ9UGAXFQ,married_ellen_ros_f_rise1,married,ellen,ros,Female,rise1,Allen is married?,Question,3,8,28,67,Male,2,3
A2S4YDJ9UGAXFQ,rain_it_ed_m_rise2,rain,it,ed,Male,rise2,It's raining?,Question,9,8,23,48,Male,2,3
A2S4YDJ9UGAXFQ,lawn_you_kev_m_rise1,lawn,you,kev,Male,rise1,You need to mow the lawn.,Request,89,93,68,11,Male,2,3
A2S4YDJ9UGAXFQ,obama_laura_ed_m_fall,obama,laura,ed,Male,fall,Laura met President Obama. ,Assertion,96,99,92,61,Male,2,3
A22GVUGZ3FI2CY,yemen_lenny_ros_f_rise2,yemen,lenny,ros,Female,rise2,Lenny is from yennon,Assertion,100,100,50,83,Female,1,3
A22GVUGZ3FI2CY,obama_laura_ros_f_rise3,obama,laura,ros,Female,rise3,Loren met president obama,Question,100,100,32,58,Female,1,3
A22GVUGZ3FI2CY,yemen_i_ros_f_rise3,yemen,i,ros,Female,rise3,Im from yemen,Assertion,100,100,40,100,Female,1,3
A22GVUGZ3FI2CY,beer_we_ed_m_rise1,beer,we,ed,Male,rise1,we should go get beer,Invitation,100,100,100,100,Female,1,3
A22GVUGZ3FI2CY,married_ellen_ed_m_fall,married,ellen,ed,Male,fall,allan is married,Assertion,100,99,99,99,Female,1,3
A22GVUGZ3FI2CY,mom_eleanor_kev_m_rise2,mom,eleanor,kev,Male,rise2,elenor is annies mom,Assertion,100,100,36,100,Female,1,3
A22GVUGZ3FI2CY,armadillo_kev_m_fall,armadillo,armadillo,kev,Male,fall,armadillos are mammals,Assertion,100,100,35,62,Female,1,3
A22GVUGZ3FI2CY,spaceship_maria_bon_f_rise1,spaceship,maria,bon,Female,rise1,maria was in a spaceship to the moon,Assertion,100,99,26,100,Female,1,3
A85ATJSDTIARY,obama_laura_ed_m_rise3,obama,laura,ed,Male,rise3,Laura met President Obama ,Request,29,45,47,85,Male,2,3
A85ATJSDTIARY,yemen_you_ros_f_rise2,yemen,you,ros,Female,rise2,You're from Yemen,Question,6,12,33,79,Male,2,3
A85ATJSDTIARY,lawn_you_kev_m_fall,lawn,you,kev,Male,fall,You need to mow the lawn,Assertion,100,100,81,26,Male,2,3
A85ATJSDTIARY,married_ellen_ros_f_fall,married,ellen,ros,Female,fall,Allen is married ,Assertion,90,88,79,40,Male,2,3
A85ATJSDTIARY,rain_it_ed_m_rise1,rain,it,ed,Male,rise1,It's raining?,Request,19,18,35,43,Male,2,3
A85ATJSDTIARY,spaceship_maria_kev_m_rise1,spaceship,maria,kev,Male,rise1,Bree was in a spaceship to the moon.,Assertion,63,68,40,45,Male,2,3
A85ATJSDTIARY,mom_eleanor_bon_f_rise2,mom,eleanor,bon,Female,rise2,Elinor is Annie's Mom?,Question,18,24,62,83,Male,2,3
A85ATJSDTIARY,yemen_lenny_bon_f_rise3,yemen,lenny,bon,Female,rise3,Lennie's from Yemen,Question,27,23,43,58,Male,2,3
A3A58JLUEA04PK,yemen_lenny_ros_f_fall,yemen,lenny,ros,Female,fall,Lineus from Yemen,Assertion,100,100,72,84,Female,1,3
A3A58JLUEA04PK,mom_eleanor_kev_m_rise1,mom,eleanor,kev,Male,rise1,Eleanor is Annie's mom,Assertion,36,37,20,81,Female,1,3
A3A58JLUEA04PK,beer_we_ed_m_fall,beer,we,ed,Male,fall,We should go get beer,Invitation,100,100,80,46,Female,1,3
A3A58JLUEA04PK,armadillo_kev_m_rise3,armadillo,armadillo,kev,Male,rise3,Armadillos are mammals ,Request,23,18,22,71,Female,1,3
A3A58JLUEA04PK,spaceship_maria_bon_f_fall,spaceship,maria,bon,Female,fall,Maria was in a spaceship to the moon,Assertion,100,97,100,48,Female,1,3
A3A58JLUEA04PK,obama_laura_ros_f_rise2,obama,laura,ros,Female,rise2,Laura met President Obama?,Question,17,24,0,23,Female,1,3
A3A58JLUEA04PK,married_ellen_ed_m_rise3,married,ellen,ed,Male,rise3,Ellen is married?,Question,0,0,24,63,Female,1,3
A3A58JLUEA04PK,yemen_i_ros_f_rise2,yemen,i,ros,Female,rise2,I am from Yemen,Assertion,42,43,16,62,Female,1,3
A3BOY7SUI425MK,yemen_you_ros_f_rise1,yemen,you,ros,Female,rise1,You're from Yemun?,Question,59,58,55,92,Female,1,3
A3BOY7SUI425MK,mom_eleanor_bon_f_fall,mom,eleanor,bon,Female,fall,Eleanor is Annie's Mom,Assertion,99,30,70,81,Female,1,3
A3BOY7SUI425MK,obama_laura_ed_m_rise1,obama,laura,ed,Male,rise1,Lora met President Obama,Assertion,65,73,59,91,Female,1,3
A3BOY7SUI425MK,yemen_lenny_bon_f_rise1,yemen,lenny,bon,Female,rise1,Lennie's from Yemun,Question,33,69,48,78,Female,1,3
A3BOY7SUI425MK,lawn_you_kev_m_rise2,lawn,you,kev,Male,rise2,You need to mow the lawn,Request,61,65,86,80,Female,1,3
A3BOY7SUI425MK,spaceship_maria_kev_m_rise3,spaceship,maria,kev,Male,rise3,Baria was in a spaceship to the moon,Question,38,87,53,92,Female,1,3
A3BOY7SUI425MK,rain_it_ed_m_rise3,rain,it,ed,Male,rise3,It's raining,Question,30,56,43,90,Female,1,3
A3BOY7SUI425MK,married_ellen_ros_f_rise2,married,ellen,ros,Female,rise2,Ellen is married,Question,60,72,59,98,Female,1,3
AHGQAP56X897E,obama_laura_ros_f_rise3,obama,laura,ros,Female,rise3,Laura met President Obama.,Assertion,30,70,21,77,Male,2,3
AHGQAP56X897E,yemen_lenny_ros_f_rise2,yemen,lenny,ros,Female,rise2,Lenny is from Yemen.,Assertion,80,33,21,72,Male,2,3
AHGQAP56X897E,spaceship_maria_bon_f_rise1,spaceship,maria,bon,Female,rise1,Maria was in a spaceship to the moon,Question,27,66,21,58,Male,2,3
AHGQAP56X897E,yemen_i_ros_f_rise3,yemen,i,ros,Female,rise3,I'm from Yemen?,Question,20,69,24,62,Male,2,3
AHGQAP56X897E,beer_we_ed_m_rise1,beer,we,ed,Male,rise1,We should go get beer?,Question,36,59,34,62,Male,2,3
AHGQAP56X897E,married_ellen_ed_m_fall,married,ellen,ed,Male,fall,Ellen is married.,Assertion,91,39,86,80,Male,2,3
AHGQAP56X897E,armadillo_kev_m_fall,armadillo,armadillo,kev,Male,fall,Armadillos are mammals.  ,Assertion,94,48,93,36,Male,2,3
AHGQAP56X897E,mom_eleanor_kev_m_rise2,mom,eleanor,kev,Male,rise2,Elenaor is Annies mom?,Question,24,71,30,71,Male,2,3
A1HSHK6YKJUSL1,rain_it_ed_m_rise3,rain,it,ed,Male,rise3,it's raining,Question,17,75,17,83,Female,2,3
A1HSHK6YKJUSL1,mom_eleanor_bon_f_fall,mom,eleanor,bon,Female,fall,Elenor is Annie's mom,Assertion,87,86,72,32,Female,2,3
A1HSHK6YKJUSL1,yemen_lenny_bon_f_rise1,yemen,lenny,bon,Female,rise1,Money's from Yemen,Question,33,67,30,69,Female,2,3
A1HSHK6YKJUSL1,yemen_you_ros_f_rise1,yemen,you,ros,Female,rise1,You're from Yemen?,Question,30,77,36,77,Female,2,3
A1HSHK6YKJUSL1,lawn_you_kev_m_rise2,lawn,you,kev,Male,rise2,You need to mow the lawn?,Question,39,67,18,83,Female,2,3
