workerid,global_comments,gender,age,race,region,regionComments,sentence,speaker,sgender,intonation,verification,speechactchoice,spcertainty,adcertainty,authority,politeness,comment1,comment2
A1HN2W2M73O741,None,gen=1,age=2,eth=3,Midwest,None,yemen,ros,f,fall,Monies from Yemen.,response=1,99,99,99,96,,
A5TI9UQEPLNWI,,gen=2,age=3,eth=3,West Coast,,mom,ros,f,qrise,is eleanor Andy's mom?,response=2,7,100,11,100,,
A5TI9UQEPLNWI,,gen=2,age=3,eth=3,West Coast,,yemen,aar,m,rise1,Lenny's from Yemen,response=2,46,94,27,29,,
A5TI9UQEPLNWI,,gen=2,age=3,eth=3,West Coast,,spaceship,kev,m,rise3,Maria was in a spaceship to the moon,response=2,1,60,52,41,,
A5TI9UQEPLNWI,,gen=2,age=3,eth=3,West Coast,,married,bon,f,rise2,Ellen is married,response=2,10,100,19,35,,
A5TI9UQEPLNWI,,gen=2,age=3,eth=3,West Coast,,obama,aar,m,fall,Laura met president Obama,response=1,100,4,94,30,,
A39GP79ULCP9J2,no,,age=4,eth=3,Utah,no,married,aar,m,fall,Ellen is married,response=1,89,59,66,59,No,No
A39GP79ULCP9J2,no,,age=4,eth=3,Utah,no,spaceship,bon,f,rise1,Maria was in a space ship to the moon?,response=2,10,38,11,24,No,No
A39GP79ULCP9J2,no,,age=4,eth=3,Utah,no,mom,kev,m,rise2,Eleanor is Andy's mom?,response=2,16,67,18,53,no,no
A39GP79ULCP9J2,no,,age=4,eth=3,Utah,no,obama,ros,f,rise3,Laura met President Obama?,response=2,26,61,16,28,no,no
A39GP79ULCP9J2,no,,age=4,eth=3,Utah,no,yemen,ros,f,qrise,Is Lenny from Yemen?,response=2,13,66,40,68,no,no
A3O4QJBU7A91A6,,gen=2,age=2,eth=3,the Southwest,,mom,kev,m,rise2,Eleanor is Andy's mom?,response=2,22,83,26,55,Eleanor is Andy's mom?,
A3O4QJBU7A91A6,,gen=2,age=2,eth=3,the Southwest,,yemen,ros,f,qrise,Is Lenny from Yemen?,response=2,11,89,14,75,,
A3O4QJBU7A91A6,,gen=2,age=2,eth=3,the Southwest,,obama,ros,f,rise3,Laura met President Obama.,response=1,78,42,59,85,,
A3O4QJBU7A91A6,,gen=2,age=2,eth=3,the Southwest,,married,aar,m,fall,Helen is married.,response=1,86,26,90,62,Helen is married.,
A3O4QJBU7A91A6,,gen=2,age=2,eth=3,the Southwest,,spaceship,bon,f,rise1,Maria was in a spaceship to the moon.,response=1,66,32,44,79,,
ARJ8XLYXTWNE,No,gen=1,age=1,eth=1,North Carolina,No,obama,ros,f,qrise,Did Laura meet President Obama?,response=2,0,5,0,75,No,No
ARJ8XLYXTWNE,No,gen=1,age=1,eth=1,North Carolina,No,married,aar,m,rise1,Ellen is married?,response=2,2,92,0,100,No,No
ARJ8XLYXTWNE,No,gen=1,age=1,eth=1,North Carolina,No,yemen,ros,f,fall,Monies from Yemen.,response=1,100,50,77,50,No,No
ARJ8XLYXTWNE,No,gen=1,age=1,eth=1,North Carolina,No,spaceship,bon,f,rise2,Maria was in a spaceship to the moon?,response=2,2,92,0,97,No,No
ARJ8XLYXTWNE,No,gen=1,age=1,eth=1,North Carolina,No,mom,kev,m,rise3,Eleanor is Andy's mom?,response=2,1,94,0,92,No,No
AMPMTF5IAAMK8,,gen=2,age=2,eth=3,IL,,spaceship,kev,m,rise3,maria was in a spaceship to the moon,response=1,74,75,75,66,,
AMPMTF5IAAMK8,,gen=2,age=2,eth=3,IL,,obama,aar,m,fall,laura met president Obama,response=1,74,72,74,64,,
AMPMTF5IAAMK8,,gen=2,age=2,eth=3,IL,,yemen,aar,m,rise1,lennie's from Yemen,response=2,34,28,27,63,,
AMPMTF5IAAMK8,,gen=2,age=2,eth=3,IL,,married,bon,f,rise2,helen is married,response=2,18,26,23,58,,
AMPMTF5IAAMK8,,gen=2,age=2,eth=3,IL,,mom,ros,f,qrise,is Ellenor Andy's mom,response=2,19,22,18,66,,
A1YG60SUHBQYRL,,gen=1,age=1,eth=3,michigan,,married,aar,m,qrise,is ellen married?,response=2,7,81,29,78,,
A1YG60SUHBQYRL,,gen=1,age=1,eth=3,michigan,,yemen,ros,f,rise3,lennys from yemen,response=2,22,79,25,84,,
A1YG60SUHBQYRL,,gen=1,age=1,eth=3,michigan,,spaceship,bon,f,fall,maria was in a spaceship to the moon,response=1,75,22,75,28,,
A1YG60SUHBQYRL,,gen=1,age=1,eth=3,michigan,,obama,ros,f,rise2,laura met president obama,response=2,27,74,34,73,,
A1YG60SUHBQYRL,,gen=1,age=1,eth=3,michigan,,mom,kev,m,rise1,elanor is andys mom,response=2,29,78,33,74,,
A1BXEU20OCUGVZ,No.,gen=1,age=1,eth=3,Texas,No.,married,aar,m,rise3,Ellen is married.,response=1,100,50,60,70,,
A1BXEU20OCUGVZ,No.,gen=1,age=1,eth=3,Texas,No.,spaceship,bon,f,qrise,Was Maria in a spaceship to the moon?,response=2,0,75,25,95,,
A1BXEU20OCUGVZ,No.,gen=1,age=1,eth=3,Texas,No.,obama,ros,f,rise1,Laura met President Obama.,response=1,90,65,70,70,,
A1BXEU20OCUGVZ,No.,gen=1,age=1,eth=3,Texas,No.,yemen,ros,f,rise2,Lenny's from Yemen.,response=1,80,80,75,75,,
A1BXEU20OCUGVZ,No.,gen=1,age=1,eth=3,Texas,No.,mom,kev,m,fall,Eleanor is Annie's mom.,response=1,90,80,85,70,,
A31IYXSEG0QODS,no,gen=1,age=2,eth=3,South,no,yemen,aar,m,rise2,Consult the hymnbook ,response=1,100,100,100,100,,
A31IYXSEG0QODS,no,gen=1,age=2,eth=3,South,no,obama,aar,m,rise1,Lenny is from Yemen.,response=1,100,100,100,100,,
A31IYXSEG0QODS,no,gen=1,age=2,eth=3,South,no,married,bon,f,rise3,Lauren met President Obama. ,response=1,100,100,100,100,,
A31IYXSEG0QODS,no,gen=1,age=2,eth=3,South,no,mom,ros,f,fall,Ellen is married.,response=1,100,100,100,100,,
A31IYXSEG0QODS,no,gen=1,age=2,eth=3,South,no,spaceship,kev,m,qrise,Eleanor is Annie's mom.,response=2,0,0,0,100,,
A2SYRFPPV9WDEG,,gen=2,age=2,eth=3,CA,,married,aar,m,fall,Ellen is married,response=1,99,99,95,24,,
A2SYRFPPV9WDEG,,gen=2,age=2,eth=3,CA,,yemen,ros,f,qrise,Is Lenny from yemen?,response=2,10,4,11,72,,
A2SYRFPPV9WDEG,,gen=2,age=2,eth=3,CA,,obama,ros,f,rise3,Laura met President Obama?,response=2,44,32,18,65,,
A2SYRFPPV9WDEG,,gen=2,age=2,eth=3,CA,,spaceship,bon,f,rise1,Maria was in a spaceship to the mooon,response=1,45,43,22,62,,
A2SYRFPPV9WDEG,,gen=2,age=2,eth=3,CA,,mom,kev,m,rise2,Elenor is andy's mom,response=1,62,67,45,53,,
A49HPQ9P5AHU4,,gen=2,age=3,eth=3,Florida,,yemen,aar,m,qrise,Is Lenny from Yemen?,response=2,0,87,29,51,,
A49HPQ9P5AHU4,,gen=2,age=3,eth=3,Florida,,married,bon,f,fall,Ellen is married.,response=1,100,100,100,37,,
A49HPQ9P5AHU4,,gen=2,age=3,eth=3,Florida,,mom,ros,f,rise2,Eleanor is Annie's mom?,response=2,64,92,49,73,,
A49HPQ9P5AHU4,,gen=2,age=3,eth=3,Florida,,obama,aar,m,rise3,Laura met President Obama?,response=2,26,78,23,50,,
A49HPQ9P5AHU4,,gen=2,age=3,eth=3,Florida,,spaceship,kev,m,rise1,Maria was in a spaceship to the moon?,response=2,29,76,21,50,,
A2UF2FRGVW4T89,no,gen=2,age=3,eth=1,Midwest,no,spaceship,kev,m,fall,Rio was in a spaceship to the moon ,response=1,90,90,88,50,,
A2UF2FRGVW4T89,no,gen=2,age=3,eth=1,Midwest,no,married,bon,f,qrise,Is Owen married?,response=2,0,0,0,100,,
A2UF2FRGVW4T89,no,gen=2,age=3,eth=1,Midwest,no,obama,aar,m,rise2,Laura met President Obama.,response=1,74,74,74,63,,
A2UF2FRGVW4T89,no,gen=2,age=3,eth=1,Midwest,no,yemen,aar,m,rise3,Lenny's from Yemen.,response=1,62,61,62,78,,
A2UF2FRGVW4T89,no,gen=2,age=3,eth=1,Midwest,no,mom,ros,f,rise1,Eleanor is Annie's mom,response=1,59,61,61,77,,
A38TRCGRVHE2O5,,gen=1,age=5,eth=3,GEORGIA,,married,aar,m,fall,CONSULT THE HANDBOOK,response=1,100,99,72,55,NO,NO
A38TRCGRVHE2O5,,gen=1,age=5,eth=3,GEORGIA,,yemen,ros,f,qrise,IS MONEY FROM????,response=2,30,23,38,56,SPEAKER WAS NOT CLEAR.,NO
A38TRCGRVHE2O5,,gen=1,age=5,eth=3,GEORGIA,,spaceship,bon,f,rise1,MARIE ARE YOU IN  A SPACE SHIP TO THE MOON?,response=2,26,40,36,62,SPOKE TOO FAST/COULD NOT GET FIRST TWO WORDS CLEARLY,FEMALE
A38TRCGRVHE2O5,,gen=1,age=5,eth=3,GEORGIA,,obama,ros,f,rise3,LAURA MET PRESIDENT OBAMA,response=2,73,69,70,72,SHE SOUNDED LIKE SHE WAS BETWEEN A QUESTION AND A STATEMENT OF FACT.,FEMALE YOUNG
A38TRCGRVHE2O5,,gen=1,age=5,eth=3,GEORGIA,,mom,kev,m,rise2,GOIN' TO ORZINI'S MOM?,response=1,56,59,57,67,SPOKE TOO QUICKLY AND NAMES WERE NOT CLEAR TO ME.,MALE SPEAKER YOUNG
AH0OMQP35UPYL,,gen=1,age=1,eth=3,Midwest,,married,aar,m,rise3,Ellen is married?,response=2,16,73,49,66,,
AH0OMQP35UPYL,,gen=1,age=1,eth=3,Midwest,,yemen,ros,f,rise2,Lenny is from Yemin?,response=2,12,86,42,96,,
AH0OMQP35UPYL,,gen=1,age=1,eth=3,Midwest,,obama,ros,f,rise1,Laura met president Obama?,response=2,31,77,49,73,,
AH0OMQP35UPYL,,gen=1,age=1,eth=3,Midwest,,spaceship,bon,f,qrise,Was Maria in a spaceship to the moon?,response=2,8,87,51,93,,
AH0OMQP35UPYL,,gen=1,age=1,eth=3,Midwest,,mom,kev,m,fall,Elenor is Annie's mom.,response=1,99,24,82,97,,
AT7PIIU6RJ5SE,,gen=1,age=3,eth=3,Indiana,,married,aar,m,rise2,Ellen is married,response=1,20,70,41,84,,
AT7PIIU6RJ5SE,,gen=1,age=3,eth=3,Indiana,,spaceship,bon,f,rise3,Maria was in a spaceship to the moon?,response=2,14,58,39,87,,
AT7PIIU6RJ5SE,,gen=1,age=3,eth=3,Indiana,,mom,kev,m,qrise,Is Eleanor Inee's mom?,response=2,35,67,36,82,,
AT7PIIU6RJ5SE,,gen=1,age=3,eth=3,Indiana,,yemen,ros,f,rise1,Lenny's from Yemen?,response=2,37,76,40,64,,
AT7PIIU6RJ5SE,,gen=1,age=3,eth=3,Indiana,,obama,ros,f,fall,Laura met President Obama.,response=1,90,73,84,69,,
A324FQ64NCN2YS,,gen=2,age=3,eth=3,Midwest,,obama,aar,m,rise3,Lauren at President Obama,response=2,31,70,72,79,,
A324FQ64NCN2YS,,gen=2,age=3,eth=3,Midwest,,yemen,aar,m,qrise,Is Lindy from Yemen,response=2,25,67,36,76,,
A324FQ64NCN2YS,,gen=2,age=3,eth=3,Midwest,,married,bon,f,fall,Ellen is married,response=1,80,96,76,65,,
A324FQ64NCN2YS,,gen=2,age=3,eth=3,Midwest,,spaceship,kev,m,rise1,maria was in a spaceship to the moon,response=1,77,88,64,62,,
A324FQ64NCN2YS,,gen=2,age=3,eth=3,Midwest,,mom,ros,f,rise2,elanor is andy's mom,response=1,83,72,79,42,Elanor is andy's mom ,
A1W4UH23PJ33GT,none,gen=1,age=2,eth=3,Miami FL,none,spaceship,bon,f,rise1,Maria was in a spaceship to the moon,response=2,13,12,35,64,none,the speaker is confused and is trying to ask a question
A1W4UH23PJ33GT,none,gen=1,age=2,eth=3,Miami FL,none,mom,kev,m,rise2,How and or is Andy's mom,response=2,30,18,49,62,none,the speaker is confused
A1W4UH23PJ33GT,none,gen=1,age=2,eth=3,Miami FL,none,yemen,ros,f,qrise,Is Leni from Yemen,response=2,4,5,29,52,none ,the speaker is asking a question
A1W4UH23PJ33GT,none,gen=1,age=2,eth=3,Miami FL,none,married,aar,m,fall,Ellen is married ,response=1,87,86,31,58,none,the speaker seems to be bothered to someone who is questioning him.
A1W4UH23PJ33GT,none,gen=1,age=2,eth=3,Miami FL,none,obama,ros,f,rise3,Lore met president Obama,response=2,3,3,48,53,none,none
A16HVH54FCRFE4,,gen=1,age=1,eth=1,West coast-California,,spaceship,kev,m,fall,Maria was in a spaceship to the moon,response=1,94,62,76,86,,
A16HVH54FCRFE4,,gen=1,age=1,eth=1,West coast-California,,married,bon,f,qrise,Is Ellen married?,response=2,1,91,27,73,,
A16HVH54FCRFE4,,gen=1,age=1,eth=1,West coast-California,,yemen,aar,m,rise3,Lenny's from Yemen?,response=2,10,72,2,33,,
A16HVH54FCRFE4,,gen=1,age=1,eth=1,West coast-California,,mom,ros,f,rise1,Eleanor is Andys mom.,response=2,37,81,27,69,,
A16HVH54FCRFE4,,gen=1,age=1,eth=1,West coast-California,,obama,aar,m,rise2,Lauren met president Obama?,response=2,35,70,43,92,,
A2JPOXYZM5AJZZ,none,gen=2,age=3,eth=2,NYC,none,yemen,ros,f,qrise,Is Lenny from Yemen?,response=2,12,13,12,51,,
A2JPOXYZM5AJZZ,none,gen=2,age=3,eth=2,NYC,none,obama,ros,f,rise3,Laura met President Obama,response=1,92,92,84,66,,
A2JPOXYZM5AJZZ,none,gen=2,age=3,eth=2,NYC,none,mom,kev,m,rise2,Eleanor is Andy's mom,response=1,77,79,78,80,,
A2JPOXYZM5AJZZ,none,gen=2,age=3,eth=2,NYC,none,spaceship,bon,f,rise1,Maria was in a spaceship to the moon,response=1,75,74,72,76,,
A2JPOXYZM5AJZZ,none,gen=2,age=3,eth=2,NYC,none,married,aar,m,fall,Ellen is married,response=1,74,74,75,76,,
A1X388C6SDCDEY,no,gen=1,age=4,eth=3,northeast,no,obama,aar,m,rise1,Lord and President Obama,response=1,26,32,7,72,,
A1X388C6SDCDEY,no,gen=1,age=4,eth=3,northeast,no,yemen,aar,m,rise2,Lenny's from Yemen,response=1,80,83,67,67,,
A1X388C6SDCDEY,no,gen=1,age=4,eth=3,northeast,no,spaceship,kev,m,qrise,Was Marie on a spaceship to the moon?,response=2,34,37,44,74,,
A1X388C6SDCDEY,no,gen=1,age=4,eth=3,northeast,no,married,bon,f,rise3,Helen is married?,response=2,35,43,43,43,,
A1X388C6SDCDEY,no,gen=1,age=4,eth=3,northeast,no,mom,ros,f,fall,Eleanor is Annie's mom.,response=1,91,91,91,77,,
A1EQLY98F5PJYP,none,gen=2,age=5,eth=3,southeast Florida,none,spaceship,bon,f,rise2,MARIA WAS IN A SPACESHIP TO THE MOON,response=1,74,81,30,76,It was a statement but almost sounded like a question,none
A1EQLY98F5PJYP,none,gen=2,age=5,eth=3,southeast Florida,none,yemen,ros,f,fall,Lennie is from yemen,response=1,90,90,69,76,Lenny is from Yemen sounded like the old \Pennies from Heaven\,none
A1EQLY98F5PJYP,none,gen=2,age=5,eth=3,southeast Florida,none,obama,ros,f,qrise,Did Laura meet President Obama,response=2,23,25,25,66,none,none
A1EQLY98F5PJYP,none,gen=2,age=5,eth=3,southeast Florida,none,married,aar,m,rise1,Ellen is married,response=2,17,26,12,69,Ellen could have been Helen,none
A1EQLY98F5PJYP,none,gen=2,age=5,eth=3,southeast Florida,none,mom,kev,m,rise3,Eleanor is Andy's mom,response=2,17,22,35,72,Annie sounded like Andy to me. ,none
ATKLKISNFK9GM,no,gen=1,age=3,eth=3,Midwest,no,yemen,ros,f,rise3,Lennys from Yemen.,response=2,15,85,0,100,no,no
ATKLKISNFK9GM,no,gen=1,age=3,eth=3,Midwest,no,married,aar,m,qrise,Is Ellen married?,response=2,0,100,0,100,no,no
ATKLKISNFK9GM,no,gen=1,age=3,eth=3,Midwest,no,mom,kev,m,rise1,Eleanor is Annie's mom?,response=2,5,90,25,75,no,doesn't sound as friendly as the last two.
ATKLKISNFK9GM,no,gen=1,age=3,eth=3,Midwest,no,spaceship,bon,f,fall,Maria was in a space ship to the moon.,response=1,100,0,75,50,no,not as friendly as the first two.
ATKLKISNFK9GM,no,gen=1,age=3,eth=3,Midwest,no,obama,ros,f,rise2,Laura met President Obama?,response=2,25,100,65,25,no,didn't sound as friendly as the first two
A1CG4JC015HLBF,,gen=1,age=1,eth=3,midwest,,married,bon,f,rise1,Ellen is married,response=1,88,59,76,57,,
A1CG4JC015HLBF,,gen=1,age=1,eth=3,midwest,,mom,ros,f,rise3,Eleanor is Annie's mom,response=2,29,70,38,74,,
A1CG4JC015HLBF,,gen=1,age=1,eth=3,midwest,,spaceship,kev,m,rise2,Maria was in a spaceship to the moon,response=1,86,36,71,66,,
A1CG4JC015HLBF,,gen=1,age=1,eth=3,midwest,,yemen,aar,m,fall,Lenny's from Yemen,response=1,100,28,100,17,,
A1CG4JC015HLBF,,gen=1,age=1,eth=3,midwest,,obama,aar,m,qrise,Did Laura meet president Obama,response=2,11,56,36,81,,
A1BYPOBOE60O6R,,gen=1,age=2,eth=1,Southwest,,yemen,ros,f,qrise,Is Lenny from Yemen?,response=2,3,95,47,86,n/a,n/a
A1BYPOBOE60O6R,,gen=1,age=2,eth=1,Southwest,,spaceship,bon,f,rise1,Maria was in a spaceship to the moon?,response=2,60,79,30,94,,
A1BYPOBOE60O6R,,gen=1,age=2,eth=1,Southwest,,obama,ros,f,rise3,Laura met President Obama.,response=1,62,37,43,70,,
A1BYPOBOE60O6R,,gen=1,age=2,eth=1,Southwest,,mom,kev,m,rise2,Eleanor is Andy's mom.,response=2,56,88,55,85,Eleanor is Andy's mom?,
A1BYPOBOE60O6R,,gen=1,age=2,eth=1,Southwest,,married,aar,m,fall,Ellen is married.,response=1,100,38,100,77,,
A1XIFPI36695GY,,gen=1,age=1,eth=1,south,,mom,ros,f,rise2,Elenor is Andy's mom ,response=1,96,100,59,71,,
A1XIFPI36695GY,,gen=1,age=1,eth=1,south,,spaceship,kev,m,rise1,rhea was in a spaceship to the moon ,response=1,82,100,33,39,,
A1XIFPI36695GY,,gen=1,age=1,eth=1,south,,obama,aar,m,rise3,Lauren loves president obama ,response=1,78,75,43,55,,
A1XIFPI36695GY,,gen=1,age=1,eth=1,south,,married,bon,f,fall,Ellen is married ,response=1,99,100,86,72,,
A1XIFPI36695GY,,gen=1,age=1,eth=1,south,,yemen,aar,m,qrise,Is lenny from Yamen?,response=2,21,37,57,81,,
A2M3LVBUZLN8MO,none,gen=2,age=1,eth=3,Illinois,none,obama,ros,f,qrise,Did Laura meet president Obama?,response=2,7,19,30,56,,
A2M3LVBUZLN8MO,none,gen=2,age=1,eth=3,Illinois,none,spaceship,bon,f,rise2,Cloria was in a spaceship to the moon.,response=1,79,77,81,69,,
A2M3LVBUZLN8MO,none,gen=2,age=1,eth=3,Illinois,none,mom,kev,m,rise3,Elanor is Andy`s mom.,response=1,61,69,56,43,,
A2M3LVBUZLN8MO,none,gen=2,age=1,eth=3,Illinois,none,yemen,ros,f,fall,Lenny is from Yemen.,response=1,63,58,63,38,,
A2M3LVBUZLN8MO,none,gen=2,age=1,eth=3,Illinois,none,married,aar,m,rise1,Ellen is married.,response=2,36,37,35,58,,
A1ING769NXJIHR,no,gen=1,age=3,eth=1,Alabama,no,obama,aar,m,fall,Laura met President Obama.,response=1,100,100,78,42,no,no
A1ING769NXJIHR,no,gen=1,age=3,eth=1,Alabama,no,spaceship,kev,m,rise3,Rio is in a spaceship to the moon.,response=2,9,83,9,67,,
A1ING769NXJIHR,no,gen=1,age=3,eth=1,Alabama,no,married,bon,f,rise2,Ellen is married,response=2,7,77,10,80,,
A1ING769NXJIHR,no,gen=1,age=3,eth=1,Alabama,no,mom,ros,f,qrise,Is Eleanor Andy's mom?,response=2,19,100,85,66,,
A1ING769NXJIHR,no,gen=1,age=3,eth=1,Alabama,no,yemen,aar,m,rise1,Lennie's from Yeoman,response=2,21,82,32,76,,
AKSD9QI867O1A,,gen=1,age=3,eth=3,Michigan,,yemen,aar,m,qrise,Is Lenny from Yeom?,response=2,11,44,32,89,no,Seems like a nice guy
AKSD9QI867O1A,,gen=1,age=3,eth=3,Michigan,,obama,aar,m,rise3,Lora met President Obama.,response=1,62,59,33,83,,
AKSD9QI867O1A,,gen=1,age=3,eth=3,Michigan,,mom,ros,f,rise2,Elenor is Andy's mom?,response=2,45,62,59,94,,
AKSD9QI867O1A,,gen=1,age=3,eth=3,Michigan,,married,bon,f,fall,Ellen is married.,response=1,66,64,40,71,,
AKSD9QI867O1A,,gen=1,age=3,eth=3,Michigan,,spaceship,kev,m,rise1,Maria was in a spaceship to the moon?,response=2,27,35,48,54,,
A2M6GFFEYJ5XP,n/a,gen=2,age=2,eth=4,California,n/a,obama,ros,f,rise1,Lauren met President Obama,response=2,38,85,27,62,,
A2M6GFFEYJ5XP,n/a,gen=2,age=2,eth=4,California,n/a,mom,kev,m,fall,Elenor is Andi's mom.,response=1,83,79,91,56,,
A2M6GFFEYJ5XP,n/a,gen=2,age=2,eth=4,California,n/a,married,aar,m,rise3,Ellen is married?,response=2,18,92,29,70,,
A2M6GFFEYJ5XP,n/a,gen=2,age=2,eth=4,California,n/a,yemen,ros,f,rise2,Lenny's from Yemen. ,response=2,17,57,21,80,,
A2M6GFFEYJ5XP,n/a,gen=2,age=2,eth=4,California,n/a,spaceship,bon,f,qrise,Was maria in a spaceship to the moon?,response=2,1,47,2,95,,
A13WWY2NOP6TC0,,gen=1,age=2,eth=5,Southeast,,yemen,ros,f,rise1,Lenny's from Yemen?,response=2,3,100,0,98,,
A13WWY2NOP6TC0,,gen=1,age=2,eth=5,Southeast,,mom,kev,m,qrise,Is Elanor Annie's mom?,response=2,0,100,0,100,,
A13WWY2NOP6TC0,,gen=1,age=2,eth=5,Southeast,,obama,ros,f,fall,Laura met President Obama.,response=1,100,0,100,100,,
A13WWY2NOP6TC0,,gen=1,age=2,eth=5,Southeast,,spaceship,bon,f,rise3,Maria was in a spaceship to the moon?,response=2,0,100,0,100,,
A13WWY2NOP6TC0,,gen=1,age=2,eth=5,Southeast,,married,aar,m,rise2,Ellen is married?,response=2,0,100,0,100,,
A3OF74BCJPJ4XF,none,gen=2,age=3,eth=3,Green Bay WI,none,spaceship,kev,m,qrise,Was Mreanna's spaceship to the moon?,response=2,10,82,15,87,no,no
A3OF74BCJPJ4XF,none,gen=2,age=3,eth=3,Green Bay WI,none,married,bon,f,rise3,Ellen is married?,response=2,10,85,11,87,no,no
A3OF74BCJPJ4XF,none,gen=2,age=3,eth=3,Green Bay WI,none,yemen,aar,m,rise2,Lennys from Yemen?,response=2,10,91,14,85,no,no
A3OF74BCJPJ4XF,none,gen=2,age=3,eth=3,Green Bay WI,none,mom,ros,f,fall,Eleanor is annies mom,response=1,85,88,87,65,no,no
A3OF74BCJPJ4XF,none,gen=2,age=3,eth=3,Green Bay WI,none,obama,aar,m,rise1,Lorm and president obama,response=2,10,90,14,74,no,no
A2K4PUNDE3OHN,No,gen=2,age=1,eth=5,South,No,spaceship,bon,f,rise3,Maria was in a spaceship to the moon?,response=2,0,0,0,100,,
A2K4PUNDE3OHN,No,gen=2,age=1,eth=5,South,No,married,aar,m,rise2,Ellen is married?,response=2,0,0,0,100,,
A2K4PUNDE3OHN,No,gen=2,age=1,eth=5,South,No,obama,ros,f,fall,Laura met President Obama.,response=1,100,100,100,50,,
A2K4PUNDE3OHN,No,gen=2,age=1,eth=5,South,No,yemen,ros,f,rise1,Lenny's from Yemen?,response=2,0,0,0,100,,
A2K4PUNDE3OHN,No,gen=2,age=1,eth=5,South,No,mom,kev,m,qrise,Is Ellenore Annie's mom?,response=2,0,0,0,100,,
A20L6298VOQ61R,,gen=2,age=4,eth=3,Midwest,,married,bon,f,rise2,Helen is married.,response=2,1,78,15,24,,
A20L6298VOQ61R,,gen=2,age=4,eth=3,Midwest,,obama,aar,m,fall,Laura met President Obama,response=1,100,68,86,67,,
A20L6298VOQ61R,,gen=2,age=4,eth=3,Midwest,,mom,ros,f,qrise,Is Eleanor Andy's Mom?,response=2,16,73,40,78,,
A20L6298VOQ61R,,gen=2,age=4,eth=3,Midwest,,yemen,aar,m,rise1,Lenny's from Yemen.,response=2,25,68,64,71,,
A20L6298VOQ61R,,gen=2,age=4,eth=3,Midwest,,spaceship,kev,m,rise3,Maria was in a spaceship to the Moon?,response=2,0,82,25,69,,
A3VMFCG9L3XOB2,,gen=1,age=1,eth=3,midwest,,married,aar,m,rise1,Ellen is married,response=2,15,18,30,64,,
A3VMFCG9L3XOB2,,gen=1,age=1,eth=3,midwest,,obama,ros,f,qrise,Did Laura meet President Obama? ,response=1,20,68,35,78,,Sounds curious
A3VMFCG9L3XOB2,,gen=1,age=1,eth=3,midwest,,mom,kev,m,rise3,Eleanor is Andy's mom?,response=1,28,68,34,67,,
A3VMFCG9L3XOB2,,gen=1,age=1,eth=3,midwest,,spaceship,bon,f,rise2,Maria was in a spaceship  to the moon? ,response=2,37,75,43,61,,
A3VMFCG9L3XOB2,,gen=1,age=1,eth=3,midwest,,yemen,ros,f,fall,Lenny's from Yemen,response=1,82,62,77,66,,
A27O2IILV3S5YS,Thank You,gen=1,age=2,eth=3,Maryland,Thank You,obama,ros,f,qrise,Did Laura meet President Obama?,response=2,19,21,23,74,,
A27O2IILV3S5YS,Thank You,gen=1,age=2,eth=3,Maryland,Thank You,married,aar,m,rise1,Ellen Is married?,response=2,18,13,14,86,,
A27O2IILV3S5YS,Thank You,gen=1,age=2,eth=3,Maryland,Thank You,spaceship,bon,f,rise2,Maria was in a spaceship to the moon?,response=2,5,9,6,84,,
A27O2IILV3S5YS,Thank You,gen=1,age=2,eth=3,Maryland,Thank You,mom,kev,m,rise3,Eleanor is Annnie's mom?,response=2,5,5,9,89,,
A27O2IILV3S5YS,Thank You,gen=1,age=2,eth=3,Maryland,Thank You,yemen,ros,f,fall,plenties from levin,response=1,82,87,58,62,,
AR5OPTTGMTI9S,no,gen=2,age=1,eth=1,Detroit,no,yemen,ros,f,qrise,Islani from Yemen,response=1,80,76,90,92,Islamic from Yemen,No
AR5OPTTGMTI9S,no,gen=2,age=1,eth=1,Detroit,no,mom,kev,m,rise2,No one knows where Any's mom?,response=1,70,89,52,88,,
AR5OPTTGMTI9S,no,gen=2,age=1,eth=1,Detroit,no,obama,ros,f,rise3,Lora met president Obama?,response=1,83,65,85,81,,
AR5OPTTGMTI9S,no,gen=2,age=1,eth=1,Detroit,no,spaceship,bon,f,rise1,Maria was in a spaceship to the moon?,response=1,78,92,41,97,,
AR5OPTTGMTI9S,no,gen=2,age=1,eth=1,Detroit,no,married,aar,m,fall,Elanor married?,response=1,82,70,82,76,,
A3IMQGP6Q6URB6,Enjoyable HIT. Thanks.,gen=1,age=3,eth=3,Washington DC,Enjoyable HIT. Thanks.,married,bon,f,rise1,Ellen is married?,response=2,63,94,37,73,,She sounds a little nervous to me.
A3IMQGP6Q6URB6,Enjoyable HIT. Thanks.,gen=1,age=3,eth=3,Washington DC,Enjoyable HIT. Thanks.,spaceship,kev,m,rise2,Maria was in a spaceship to the moon.,response=2,61,73,47,70,The speaker could be outlining the plot of a story or movie to someone.,
A3IMQGP6Q6URB6,Enjoyable HIT. Thanks.,gen=1,age=3,eth=3,Washington DC,Enjoyable HIT. Thanks.,mom,ros,f,rise3,Eleanor is Annie's mom?,response=2,18,76,13,85,,
A3IMQGP6Q6URB6,Enjoyable HIT. Thanks.,gen=1,age=3,eth=3,Washington DC,Enjoyable HIT. Thanks.,obama,aar,m,qrise,Did Laura meet President Obama?,response=2,2,97,26,97,,
